kelurahanid,subdistrictname,kelurahanname,recordstatus
2711,BAYAT,BAYAT,1
2712,CAWAS,CAWAS,1
2713,CEPER,CEPER,1
2714,DELANGGU,DELANGGU,1
2715,GANTIWARNO,GANTIWARNO,1
2716,GANTIWARNO,GANTIWARNO,1
2717,JATINOM,JATINOM,1
2718,JOGONALAN,JOGONALAN,1
2719,JUWIRING,JUWIRING,1
2720,KALI KOTES,KALI KOTES,1
2721,KARANG NONGKO,KARANG NONGKO,1
2722,KARANGANOM,KARANGANOM,1
2723,KARANGDOWO,KARANGDOWO,1
2724,KEBONARUM,KEBONARUM,1
2725,KEMALANG,KEMALANG,1
2726,KLATEN SELATAN,KLATEN SELATAN,1
2727,KLATEN SELATAN,KLATEN SELATAN,1
2728,KLATEN SELATAN,KLATEN SELATAN,1
2729,KLATEN SELATAN,KLATEN SELATAN,1
2730,KLATEN SELATAN,KLATEN SELATAN,1
2731,KLATEN SELATAN,KLATEN SELATAN,1
2732,KLATEN SELATAN,KLATEN SELATAN,1
2733,KLATEN TENGAH,KLATEN TENGAH,1
2734,KLATEN TENGAH,KLATEN TENGAH,1
2735,KLATEN TENGAH,KLATEN TENGAH,1
2736,KLATEN TENGAH,KLATEN TENGAH,1
2737,KLATEN TENGAH,KLATEN TENGAH,1
2738,KLATEN TENGAH,KLATEN TENGAH,1
2739,KLATEN TENGAH,KLATEN TENGAH,1
2740,KLATEN TENGAH,KLATEN TENGAH,1
2741,KLATEN TENGAH,KLATEN TENGAH,1
2742,KLATEN TENGAH,KLATEN TENGAH,1
2743,KLATEN UTARA,KLATEN UTARA,1
2744,KLATEN UTARA,KLATEN UTARA,1
2745,KLATEN UTARA,KLATEN UTARA,1
2746,KLATEN UTARA,KLATEN UTARA,1
2747,KLATEN UTARA,KLATEN UTARA,1
2748,KLATEN UTARA,KLATEN UTARA,1
2749,KLATEN UTARA,KLATEN UTARA,1
2750,KLATEN UTARA,KLATEN UTARA,1
2751,KLATEN UTARA,KLATEN UTARA,1
2752,MANISRENGGO,MANISRENGGO,1
2753,PEDAN,PEDAN,1
2754,PEDAN,PEDAN,1
2755,POLANHARJO,POLANHARJO,1
2756,TRUCUK,TRUCUK,1
2757,TRUCUK,TRUCUK,1
2758,TULUNG,TULUNG,1
2759,WEDI,WEDI,1
2760,PEKALONGAN BARAT,PEKALONGAN BARAT,1
2761,PEKALONGAN BARAT,PEKALONGAN BARAT,1
2762,PEKALONGAN BARAT,PEKALONGAN BARAT,1
2763,PEKALONGAN BARAT,PEKALONGAN BARAT,1
2764,PEKALONGAN BARAT,PEKALONGAN BARAT,1
2765,PEKALONGAN BARAT,PEKALONGAN BARAT,1
2766,PEKALONGAN BARAT,PEKALONGAN BARAT,1
2767,PEKALONGAN BARAT,PEKALONGAN BARAT,1
2768,PEKALONGAN BARAT,PEKALONGAN BARAT,1
2769,PEKALONGAN BARAT,PEKALONGAN BARAT,1
2770,PEKALONGAN SELATAN,PEKALONGAN SELATAN,1
2771,PEKALONGAN SELATAN,PEKALONGAN SELATAN,1
2772,PEKALONGAN SELATAN,PEKALONGAN SELATAN,1
2773,PEKALONGAN SELATAN,PEKALONGAN SELATAN,1
2774,PEKALONGAN SELATAN,PEKALONGAN SELATAN,1
2775,PEKALONGAN SELATAN,PEKALONGAN SELATAN,1
2776,PEKALONGAN SELATAN,PEKALONGAN SELATAN,1
2777,PEKALONGAN SELATAN,PEKALONGAN SELATAN,1
2778,PEKALONGAN SELATAN,PEKALONGAN SELATAN,1
2779,PEKALONGAN SELATAN,PEKALONGAN SELATAN,1
2780,PEKALONGAN TIMUR,PEKALONGAN TIMUR,1
2781,PEKALONGAN TIMUR,PEKALONGAN TIMUR,1
2782,PEKALONGAN TIMUR,PEKALONGAN TIMUR,1
2783,PEKALONGAN TIMUR,PEKALONGAN TIMUR,1
2784,PEKALONGAN TIMUR,PEKALONGAN TIMUR,1
2785,PEKALONGAN TIMUR,PEKALONGAN TIMUR,1
2786,PEKALONGAN TIMUR,PEKALONGAN TIMUR,1
2787,PEKALONGAN TIMUR,PEKALONGAN TIMUR,1
2788,PEKALONGAN TIMUR,PEKALONGAN TIMUR,1
2789,PEKALONGAN TIMUR,PEKALONGAN TIMUR,1
2790,PEKALONGAN UTARA,PEKALONGAN UTARA,1
2791,PEKALONGAN UTARA,PEKALONGAN UTARA,1
2792,PEKALONGAN UTARA,PEKALONGAN UTARA,1
2793,PEKALONGAN UTARA,PEKALONGAN UTARA,1
2794,PEKALONGAN UTARA,PEKALONGAN UTARA,1
2795,PEKALONGAN UTARA,PEKALONGAN UTARA,1
2796,PEKALONGAN UTARA,PEKALONGAN UTARA,1
2797,PEKALONGAN UTARA,PEKALONGAN UTARA,1
2798,PEKALONGAN UTARA,PEKALONGAN UTARA,1
2799,PEKALONGAN UTARA,PEKALONGAN UTARA,1
2800,BANYUMANIK,BANYUMANIK,1
2801,BANYUMANIK,BANYUMANIK,1
2802,BANYUMANIK,BANYUMANIK,1
2803,BANYUMANIK,BANYUMANIK,1
2804,BANYUMANIK,BANYUMANIK,1
2805,BANYUMANIK,BANYUMANIK,1
2806,BANYUMANIK,BANYUMANIK,1
2807,BANYUMANIK,BANYUMANIK,1
2808,BANYUMANIK,BANYUMANIK,1
2809,BANYUMANIK,BANYUMANIK,1
2810,CANDISARI,CANDISARI,1
2811,CANDISARI,CANDISARI,1
2812,CANDISARI,CANDISARI,1
2813,CANDISARI,CANDISARI,1
2814,CANDISARI,CANDISARI,1
2815,CANDISARI,CANDISARI,1
2816,CANDISARI,CANDISARI,1
2817,CANDISARI,CANDISARI,1
2818,GAJAH MUNGKUR,GAJAH MUNGKUR,1
2819,GAJAH MUNGKUR,GAJAH MUNGKUR,1
2820,GAJAH MUNGKUR,GAJAH MUNGKUR,1
2821,GAJAH MUNGKUR,GAJAH MUNGKUR,1
2822,GAJAH MUNGKUR,GAJAH MUNGKUR,1
2823,GAJAH MUNGKUR,GAJAH MUNGKUR,1
2824,GAJAH MUNGKUR,GAJAH MUNGKUR,1
2825,GAJAH MUNGKUR,GAJAH MUNGKUR,1
2826,GAYAMSARI,GAYAMSARI,1
2827,GAYAMSARI,GAYAMSARI,1
2828,GAYAMSARI,GAYAMSARI,1
2829,GAYAMSARI,GAYAMSARI,1
2830,GAYAMSARI,GAYAMSARI,1
2831,GAYAMSARI,GAYAMSARI,1
2832,GAYAMSARI,GAYAMSARI,1
2833,GAYAMSARI,GAYAMSARI,1
2834,GENUK,GENUK,1
2835,GENUK,GENUK,1
2836,GENUK,GENUK,1
2837,GENUK,GENUK,1
2838,GENUK,GENUK,1
2839,GENUK,GENUK,1
2840,GENUK,GENUK,1
2841,GENUK,GENUK,1
2842,GUNUNGPATI,GUNUNGPATI,1
2843,GUNUNGPATI,GUNUNGPATI,1
2844,GUNUNGPATI,GUNUNGPATI,1
2845,GUNUNGPATI,GUNUNGPATI,1
2846,GUNUNGPATI,GUNUNGPATI,1
2847,GUNUNGPATI,GUNUNGPATI,1
2848,GUNUNGPATI,GUNUNGPATI,1
2849,GUNUNGPATI,GUNUNGPATI,1
2850,GUNUNGPATI,GUNUNGPATI,1
2851,GUNUNGPATI,GUNUNGPATI,1
2852,NGALIYAN,NGALIYAN,1
2853,NGALIYAN,NGALIYAN,1
2854,NGALIYAN,NGALIYAN,1
2855,NGALIYAN,NGALIYAN,1
2856,NGALIYAN,NGALIYAN,1
2857,NGALIYAN,NGALIYAN,1
2858,NGALIYAN,NGALIYAN,1
2859,NGALIYAN,NGALIYAN,1
2860,NGALIYAN,NGALIYAN,1
2861,NGALIYAN,NGALIYAN,1
2862,PEDURUNGAN,PEDURUNGAN,1
2863,PEDURUNGAN,PEDURUNGAN,1
2864,PEDURUNGAN,PEDURUNGAN,1
2865,PEDURUNGAN,PEDURUNGAN,1
2866,PEDURUNGAN,PEDURUNGAN,1
2867,PEDURUNGAN,PEDURUNGAN,1
2868,PEDURUNGAN,PEDURUNGAN,1
2869,PEDURUNGAN,PEDURUNGAN,1
2870,PEDURUNGAN,PEDURUNGAN,1
2871,PEDURUNGAN,PEDURUNGAN,1
2872,SEMARANG BARAT,SEMARANG BARAT,1
2873,SEMARANG BARAT,SEMARANG BARAT,1
2874,SEMARANG BARAT,SEMARANG BARAT,1
2875,SEMARANG BARAT,SEMARANG BARAT,1
2876,SEMARANG BARAT,SEMARANG BARAT,1
2877,SEMARANG BARAT,SEMARANG BARAT,1
2878,SEMARANG BARAT,SEMARANG BARAT,1
2879,SEMARANG BARAT,SEMARANG BARAT,1
2880,SEMARANG BARAT,SEMARANG BARAT,1
2881,SEMARANG BARAT,SEMARANG BARAT,1
2882,SEMARANG SELATAN,SEMARANG SELATAN,1
2883,SEMARANG SELATAN,SEMARANG SELATAN,1
2884,SEMARANG SELATAN,SEMARANG SELATAN,1
2885,SEMARANG SELATAN,SEMARANG SELATAN,1
2886,SEMARANG SELATAN,SEMARANG SELATAN,1
2887,SEMARANG SELATAN,SEMARANG SELATAN,1
2888,SEMARANG SELATAN,SEMARANG SELATAN,1
2889,SEMARANG SELATAN,SEMARANG SELATAN,1
2890,SEMARANG SELATAN,SEMARANG SELATAN,1
2891,SEMARANG TENGAH,SEMARANG TENGAH,1
2892,SEMARANG TENGAH,SEMARANG TENGAH,1
2893,SEMARANG TENGAH,SEMARANG TENGAH,1
2894,SEMARANG TENGAH,SEMARANG TENGAH,1
2895,SEMARANG TENGAH,SEMARANG TENGAH,1
2896,SEMARANG TENGAH,SEMARANG TENGAH,1
2897,SEMARANG TENGAH,SEMARANG TENGAH,1
2898,SEMARANG TENGAH,SEMARANG TENGAH,1
2899,SEMARANG TENGAH,SEMARANG TENGAH,1
2900,SEMARANG TENGAH,SEMARANG TENGAH,1
2901,SEMARANG TIMUR,SEMARANG TIMUR,1
2902,SEMARANG TIMUR,SEMARANG TIMUR,1
2903,SEMARANG TIMUR,SEMARANG TIMUR,1
2904,SEMARANG TIMUR,SEMARANG TIMUR,1
2905,SEMARANG TIMUR,SEMARANG TIMUR,1
2906,SEMARANG TIMUR,SEMARANG TIMUR,1
2907,SEMARANG TIMUR,SEMARANG TIMUR,1
2908,SEMARANG TIMUR,SEMARANG TIMUR,1
2909,SEMARANG TIMUR,SEMARANG TIMUR,1
2910,SEMARANG UTARA,SEMARANG UTARA,1
2911,SEMARANG UTARA,SEMARANG UTARA,1
2912,SEMARANG UTARA,SEMARANG UTARA,1
2913,SEMARANG UTARA,SEMARANG UTARA,1
2914,SEMARANG UTARA,SEMARANG UTARA,1
2915,SEMARANG UTARA,SEMARANG UTARA,1
2916,SEMARANG UTARA,SEMARANG UTARA,1
2917,SEMARANG UTARA,SEMARANG UTARA,1
2918,SEMARANG UTARA,SEMARANG UTARA,1
2919,SEMARANG UTARA,SEMARANG UTARA,1
2920,TEMBALANG,TEMBALANG,1
2921,TEMBALANG,TEMBALANG,1
2922,TEMBALANG,TEMBALANG,1
2923,TEMBALANG,TEMBALANG,1
2924,TEMBALANG,TEMBALANG,1
2925,TEMBALANG,TEMBALANG,1
2926,TEMBALANG,TEMBALANG,1
2927,TEMBALANG,TEMBALANG,1
2928,TEMBALANG,TEMBALANG,1
2929,TUGU,TUGU,1
2930,TUGU,TUGU,1
2931,TUGU,TUGU,1
2932,TUGU,TUGU,1
2933,TUGU,TUGU,1
2934,TUGU,TUGU,1
2935,TUGU,TUGU,1
2936,TUGU,TUGU,1
2937,MARGADANA,MARGADANA,1
2938,MARGADANA,MARGADANA,1
2939,MARGADANA,MARGADANA,1
2940,MARGADANA,MARGADANA,1
2941,MARGADANA,MARGADANA,1
2942,MARGADANA,MARGADANA,1
2943,MARGADANA,MARGADANA,1
2944,MARGADANA,MARGADANA,1
2945,TEGAL BARAT,TEGAL BARAT,1
2946,TEGAL BARAT,TEGAL BARAT,1
2947,TEGAL BARAT,TEGAL BARAT,1
2948,TEGAL BARAT,TEGAL BARAT,1
2949,TEGAL BARAT,TEGAL BARAT,1
2950,TEGAL BARAT,TEGAL BARAT,1
2951,TEGAL BARAT,TEGAL BARAT,1
2952,TEGAL BARAT,TEGAL BARAT,1
2953,TEGAL SELATAN,TEGAL SELATAN,1
2954,TEGAL SELATAN,TEGAL SELATAN,1
2955,TEGAL SELATAN,TEGAL SELATAN,1
2956,TEGAL SELATAN,TEGAL SELATAN,1
2957,TEGAL SELATAN,TEGAL SELATAN,1
2958,TEGAL SELATAN,TEGAL SELATAN,1
2959,TEGAL SELATAN,TEGAL SELATAN,1
2960,TEGAL SELATAN,TEGAL SELATAN,1
2961,TEGAL SELATAN,TEGAL SELATAN,1
2962,TEGAL TIMUR,TEGAL TIMUR,1
2963,TEGAL TIMUR,TEGAL TIMUR,1
2964,TEGAL TIMUR,TEGAL TIMUR,1
2965,TEGAL TIMUR,TEGAL TIMUR,1
2966,TEGAL TIMUR,TEGAL TIMUR,1
2967,TEGAL TIMUR,TEGAL TIMUR,1
2968, MAGELANG SELATAN, MAGELANG SELATAN,1
2969, MAGELANG SELATAN, MAGELANG SELATAN,1
2970, MAGELANG SELATAN, MAGELANG SELATAN,1
2971, MAGELANG SELATAN, MAGELANG SELATAN,1
2972, MAGELANG TENGAH, MAGELANG TENGAH,1
2973, MAGELANG TENGAH, MAGELANG TENGAH,1
2974, MAGELANG TENGAH, MAGELANG TENGAH,1
2975, MAGELANG TENGAH, MAGELANG TENGAH,1
2976, MAGELANG TENGAH, MAGELANG TENGAH,1
2977, MAGELANG TENGAH, MAGELANG TENGAH,1
2978, MAGELANG UTARA, MAGELANG UTARA,1
2979, MAGELANG UTARA, MAGELANG UTARA,1
2980, MAGELANG UTARA, MAGELANG UTARA,1
2981, MAGELANG UTARA, MAGELANG UTARA,1
2982,BAE,BAE,1
2983,BAE,BAE,1
2984,BAE,BAE,1
2985,BAE,BAE,1
2986,BAE,BAE,1
2987,BAE,BAE,1
2988,BAE,BAE,1
2989,BAE,BAE,1
2990,DAWE,DAWE,1
2991,GEBOG,GEBOG,1
2992,GEBOG,GEBOG,1
2993,JEKULO,JEKULO,1
2994,KOTA,KOTA,1
2995,KOTA,KOTA,1
2996,KOTA,KOTA,1
2997,KOTA,KOTA,1
2998,KOTA,KOTA,1
2999,KOTA,KOTA,1
3000,KOTA,KOTA,1
3001,KOTA,KOTA,1
3002,KOTA,KOTA,1
3003,KOTA,KOTA,1
3004,MEJOBO,MEJOBO,1
3005,UNDAAN,UNDAAN,1
3006,BANDONGAN,BANDONGAN,1
3007,BOROBUDUR,BOROBUDUR,1
3008,CANDI MULYO,CANDI MULYO,1
3009,DUKUN,DUKUN,1
3010,DUKUN,DUKUN,1
3011,GRABAG,GRABAG,1
3012,GRABAG,GRABAG,1
3013,KAJORAN,KAJORAN,1
3014,KALIANGKRIK,KALIANGKRIK,1
3015,MERTOYUDAN,MERTOYUDAN,1
3016,MUNGKID,MUNGKID,1
3017,MUNGKID,MUNGKID,1
3018,MUNGKID,MUNGKID,1
3019,MUNTILAN,MUNTILAN,1
3020,MUNTILAN,MUNTILAN,1
3021,MUNTILAN,MUNTILAN,1
3022,MUNTILAN,MUNTILAN,1
3023,MUNTILAN,MUNTILAN,1
3024,MUNTILAN,MUNTILAN,1
3025,NGABLAK,NGABLAK,1
3026,NGLUWAR,NGLUWAR,1
3027,PAKIS,PAKIS,1
3028,PAKIS,PAKIS,1
3029,SALAM,SALAM,1
3030,SALAMAN,SALAMAN,1
3031,SECANG,SECANG,1
3032,SRUMBUNG,SRUMBUNG,1
3033,WINDUSARI,WINDUSARI,1
3034,WINDUSARI,WINDUSARI,1
3035,BATANGAN,BATANGAN,1
3036,CLUWAK,CLUWAK,1
3037,DUKUH SETI,DUKUH SETI,1
3038,GEMBONG,GEMBONG,1
3039,GUNUNGWUNGKAL,GUNUNGWUNGKAL,1
3040,JAKEN,JAKEN,1
3041,JAKENAN,JAKENAN,1
3042,JUWANA,JUWANA,1
3043,KAYEN,KAYEN,1
3044,MARGOREJO,MARGOREJO,1
3045,MARGOYOSO,MARGOYOSO,1
3046,PATI,PATI,1
3047,PATI,PATI,1
3048,PATI,PATI,1
3049,PATI,PATI,1
3050,PATI,PATI,1
3051,PATI,PATI,1
3052,PATI,PATI,1
3053,PATI,PATI,1
3054,PATI,PATI,1
3055,PATI,PATI,1
3056,PATI,PATI,1
3057,PUCAKWANGI,PUCAKWANGI,1
3058,SUKOLILO,SUKOLILO,1
3059,SUKOLILO,SUKOLILO,1
3060,SUKOLILO,SUKOLILO,1
3061,SUKOLILO,SUKOLILO,1
3062,SUKOLILO,SUKOLILO,1
3063,SUKOLILO,SUKOLILO,1
3064,TAMBAKROMO,TAMBAKROMO,1
3065,TAMBAKROMO,TAMBAKROMO,1
3066,TAYU,TAYU,1
3067,TLOGOWUNGU,TLOGOWUNGU,1
3068,TRANGKIL,TRANGKIL,1
3069,WEDARIJAKSA,WEDARIJAKSA,1
3070,WINONG,WINONG,1
3071,AMPELGADING,AMPELGADING,1
3072,AMPELGADING,AMPELGADING,1
3073,BANTAR BOLANG,BANTAR BOLANG,1
3074,BELIK,BELIK,1
3075,BODEH,BODEH,1
3076,COMAL,COMAL,1
3077,MOGA,MOGA,1
3078,PEMALANG,PEMALANG,1
3079,PEMALANG,PEMALANG,1
3080,PEMALANG,PEMALANG,1
3081,PETARUKAN,PETARUKAN,1
3082,PULOSARI,PULOSARI,1
3083,RANDU DONGKAL,RANDU DONGKAL,1
3084,TAMAN,TAMAN,1
3085,TAMAN,TAMAN,1
3086,TAMAN,TAMAN,1
3087,TAMAN,TAMAN,1
3088,TAMAN,TAMAN,1
3089,TAMAN,TAMAN,1
3090,TAMAN,TAMAN,1
3091,TAMAN,TAMAN,1
3092,TAMAN,TAMAN,1
3093,TAMAN,TAMAN,1
3094,TAMAN,TAMAN,1
3095,TAMAN,TAMAN,1
3096,ULUJAMI,ULUJAMI,1
3097,WATU KUMPUL,WATU KUMPUL,1
3098,BOBOTSARI,BOBOTSARI,1
3099,BOJONGSARI,BOJONGSARI,1
3100,BUKATEJA,BUKATEJA,1
3101,KALIGONDANG,KALIGONDANG,1
3102,KALIGONDANG,KALIGONDANG,1
3103,KALIMANAH,KALIMANAH,1
3104,KALIMANAH,KALIMANAH,1
3105,KALIMANAH,KALIMANAH,1
3106,KARANGJAMBU,KARANGJAMBU,1
3107,KARANGMONCOL,KARANGMONCOL,1
3108,KARANGREJA,KARANGREJA,1
3109,KEJOBONG,KEJOBONG,1
3110,KEMANGKON,KEMANGKON,1
3111,KERTANEGARA,KERTANEGARA,1
3112,KUTASARI,KUTASARI,1
3113,MREBET,MREBET,1
3114,PADAMARA,PADAMARA,1
3115,PENGADEGAN,PENGADEGAN,1
3116,PURBALINGGA,PURBALINGGA,1
3117,PURBALINGGA,PURBALINGGA,1
3118,PURBALINGGA,PURBALINGGA,1
3119,PURBALINGGA,PURBALINGGA,1
3120,PURBALINGGA,PURBALINGGA,1
3121,PURBALINGGA,PURBALINGGA,1
3122,PURBALINGGA,PURBALINGGA,1
3123,PURBALINGGA,PURBALINGGA,1
3124,PURBALINGGA,PURBALINGGA,1
3125,REMBANG,REMBANG,1
3126,REMBANG,REMBANG,1
3127,REMBANG,REMBANG,1
3128,REMBANG,REMBANG,1
3129,REMBANG,REMBANG,1
3130,REMBANG,REMBANG,1
3131,REMBANG,REMBANG,1
3132,REMBANG,REMBANG,1
3133,REMBANG,REMBANG,1
3134,REMBANG,REMBANG,1
3135,REMBANG,REMBANG,1
3136,REMBANG,REMBANG,1
3137,PURWOKERTO BARAT,PURWOKERTO BARAT,1
3138,PURWOKERTO BARAT,PURWOKERTO BARAT,1
3139,PURWOKERTO BARAT,PURWOKERTO BARAT,1
3140,PURWOKERTO BARAT,PURWOKERTO BARAT,1
3141,PURWOKERTO BARAT,PURWOKERTO BARAT,1
3142,PURWOKERTO BARAT,PURWOKERTO BARAT,1
3143,PURWOKERTO BARAT,PURWOKERTO BARAT,1
3144,PURWOKERTO BARAT,PURWOKERTO BARAT,1
3145,PURWOKERTO SELATAN,PURWOKERTO SELATAN,1
3146,PURWOKERTO SELATAN,PURWOKERTO SELATAN,1
3147,PURWOKERTO SELATAN,PURWOKERTO SELATAN,1
3148,PURWOKERTO SELATAN,PURWOKERTO SELATAN,1
3149,PURWOKERTO SELATAN,PURWOKERTO SELATAN,1
3150,PURWOKERTO SELATAN,PURWOKERTO SELATAN,1
3151,PURWOKERTO SELATAN,PURWOKERTO SELATAN,1
3152,PURWOKERTO SELATAN,PURWOKERTO SELATAN,1
3153,PURWOKERTO TIMUR,PURWOKERTO TIMUR,1
3154,PURWOKERTO TIMUR,PURWOKERTO TIMUR,1
3155,PURWOKERTO TIMUR,PURWOKERTO TIMUR,1
3156,PURWOKERTO TIMUR,PURWOKERTO TIMUR,1
3157,PURWOKERTO TIMUR,PURWOKERTO TIMUR,1
3158,PURWOKERTO TIMUR,PURWOKERTO TIMUR,1
3159,PURWOKERTO TIMUR,PURWOKERTO TIMUR,1
3160,PURWOKERTO UTARA,PURWOKERTO UTARA,1
3161,PURWOKERTO UTARA,PURWOKERTO UTARA,1
3162,PURWOKERTO UTARA,PURWOKERTO UTARA,1
3163,PURWOKERTO UTARA,PURWOKERTO UTARA,1
3164,PURWOKERTO UTARA,PURWOKERTO UTARA,1
3165,PURWOKERTO UTARA,PURWOKERTO UTARA,1
3166,PURWOKERTO UTARA,PURWOKERTO UTARA,1
3167,PURWOKERTO UTARA,PURWOKERTO UTARA,1
3168,BAGELEN,BAGELEN,1
3169,BANYU URIP,BANYU URIP,1
3170,BAYAN,BAYAN,1
3171,BENER,BENER,1
3172,BRUNO,BRUNO,1
3173,BUTUH,BUTUH,1
3174,KALIGESING,KALIGESING,1
3175,KUTOARJO,KUTOARJO,1
3176,KUTOARJO,KUTOARJO,1
3177,KUTOARJO,KUTOARJO,1
3178,KUTOARJO,KUTOARJO,1
3179,KUTOARJO,KUTOARJO,1
3180,KUTOARJO,KUTOARJO,1
3181,LOANO,LOANO,1
3182,NGOMBOL,NGOMBOL,1
3183,PITURUH,PITURUH,1
3184,PURWOREJO,PURWOREJO,1
3185,PURWOREJO,PURWOREJO,1
3186,PURWOREJO,PURWOREJO,1
3187,PURWOREJO,PURWOREJO,1
3188,PURWOREJO,PURWOREJO,1
3189,PURWOREJO,PURWOREJO,1
3190,PURWOREJO,PURWOREJO,1
3191,PURWOREJO,PURWOREJO,1
3192,PURWOREJO,PURWOREJO,1
3193,PURWOREJO,PURWOREJO,1
3194,PURWOREJO,PURWOREJO,1
3195,PURWOREJO,PURWOREJO,1
3196,PURWOREJO,PURWOREJO,1
3197,PURWOREJO,PURWOREJO,1
3198,PURWOREJO,PURWOREJO,1
3199,PURWOREJO,PURWOREJO,1
3200,PURWOREJO,PURWOREJO,1
3201,PURWOREJO,PURWOREJO,1
3202,PURWOREJO,PURWOREJO,1
3203,BULU,BULU,1
3204,BULU,BULU,1
3205,BULU,BULU,1
3206,GUNEM,GUNEM,1
3207,KALIORI,KALIORI,1
3208,KRAGAN,KRAGAN,1
3209,LASEM,LASEM,1
3210,PAMOTAN,PAMOTAN,1
3211,PANCUR,PANCUR,1
3212,PANCUR,PANCUR,1
3213,SALE,SALE,1
3214,SARANG,SARANG,1
3215,SEDAN,SEDAN,1
3216,SLUKE,SLUKE,1
3217,SULANG,SULANG,1
3218,ARGOMULYO,ARGOMULYO,1
3219,ARGOMULYO,ARGOMULYO,1
3220,ARGOMULYO,ARGOMULYO,1
3221,ARGOMULYO,ARGOMULYO,1
3222,ARGOMULYO,ARGOMULYO,1
3223,ARGOMULYO,ARGOMULYO,1
3224,ARGOMULYO,ARGOMULYO,1
3225,SIDOMUKTI,SIDOMUKTI,1
3226,SIDOMUKTI,SIDOMUKTI,1
3227,SIDOMUKTI,SIDOMUKTI,1
3228,SIDOMUKTI,SIDOMUKTI,1
3229,SIDOMUKTI,SIDOMUKTI,1
3230,SIDOREJO,SIDOREJO,1
3231,SIDOREJO,SIDOREJO,1
3232,SIDOREJO,SIDOREJO,1
3233,SIDOREJO,SIDOREJO,1
3234,SIDOREJO,SIDOREJO,1
3235,SIDOREJO,SIDOREJO,1
3236,SIDOREJO,SIDOREJO,1
3237,TINGKIR,TINGKIR,1
3238,TINGKIR,TINGKIR,1
3239,TINGKIR,TINGKIR,1
3240,TINGKIR,TINGKIR,1
3241,TINGKIR,TINGKIR,1
3242,TINGKIR,TINGKIR,1
3243,TINGKIR,TINGKIR,1
3244,GEMOLONG,GEMOLONG,1
3245,GESI,GESI,1
3246,GONDANG,GONDANG,1
3247,GONDANG,GONDANG,1
3248,GONDANG,GONDANG,1
3249,GONDANG,GONDANG,1
3250,GONDANG,GONDANG,1
3251,JENAR,JENAR,1
3252,KALIJAMBE,KALIJAMBE,1
3253,KARANGMALANG,KARANGMALANG,1
3254,KEDAWUNG,KEDAWUNG,1
3255,MASARAN,MASARAN,1
3256,MIRI,MIRI,1
3257,MONDOKAN,MONDOKAN,1
3258,NGRAMPAL,NGRAMPAL,1
3259,PLUPUH,PLUPUH,1
3260,SAMBIREJO,SAMBIREJO,1
3261,SAMBUNG MACAN,SAMBUNG MACAN,1
3262,SIDOHARJO,SIDOHARJO,1
3263,SIDOHARJO,SIDOHARJO,1
3264,SRAGEN,SRAGEN,1
3265,SRAGEN,SRAGEN,1
3266,SRAGEN,SRAGEN,1
3267,SRAGEN,SRAGEN,1
3268,SRAGEN,SRAGEN,1
3269,SRAGEN,SRAGEN,1
3270,SRAGEN,SRAGEN,1
3271,SUKODONO,SUKODONO,1
3272,SUKODONO,SUKODONO,1
3273,SUKODONO,SUKODONO,1
3274,SUMBERLAWANG,SUMBERLAWANG,1
3275,TANGEN,TANGEN,1
3276,TANON,TANON,1
3277,BAKI,BAKI,1
3278,BENDOSARI,BENDOSARI,1
3279,BENDOSARI,BENDOSARI,1
3280,BENDOSARI,BENDOSARI,1
3281,BENDOSARI,BENDOSARI,1
3282,BENDOSARI,BENDOSARI,1
3283,BENDOSARI,BENDOSARI,1
3284,GATAK,GATAK,1
3285,GATAK,GATAK,1
3286,GATAK,GATAK,1
3287,KARTOSURO,KARTOSURO,1
3288,KARTOSURO,KARTOSURO,1
3289,KARTOSURO,KARTOSURO,1
3290,KARTOSURO,KARTOSURO,1
3291,KARTOSURO,KARTOSURO,1
3292,KARTOSURO,KARTOSURO,1
3293,KARTOSURO,KARTOSURO,1
3294,KARTOSURO,KARTOSURO,1
3295,KARTOSURO,KARTOSURO,1
3296,MOJOLABAN,MOJOLABAN,1
3297,NGUTER,NGUTER,1
3298,POLOKARTO,POLOKARTO,1
3299,SUKOHARJO,SUKOHARJO,1
3300,SUKOHARJO,SUKOHARJO,1
3301,SUKOHARJO,SUKOHARJO,1
3302,SUKOHARJO,SUKOHARJO,1
3303,SUKOHARJO,SUKOHARJO,1
3304,SUKOHARJO,SUKOHARJO,1
3305,SUKOHARJO,SUKOHARJO,1
3306,SUKOHARJO,SUKOHARJO,1
3307,SUKOHARJO,SUKOHARJO,1
3308,SUKOHARJO,SUKOHARJO,1
3309,SUKOHARJO,SUKOHARJO,1
3310,SUKOHARJO,SUKOHARJO,1
3311,SUKOHARJO,SUKOHARJO,1
3312,SUKOHARJO,SUKOHARJO,1
3313,SUKOHARJO,SUKOHARJO,1
3314,SUKOHARJO,SUKOHARJO,1
3315,SUKOHARJO,SUKOHARJO,1
3316,TAWANGSARI,TAWANGSARI,1
3317,JEBRES,JEBRES,1
3318,JEBRES,JEBRES,1
3319,JEBRES,JEBRES,1
3320,JEBRES,JEBRES,1
3321,JEBRES,JEBRES,1
3322,JEBRES,JEBRES,1
3323,JEBRES,JEBRES,1
3324,JEBRES,JEBRES,1
3325,JEBRES,JEBRES,1
3326,JEBRES,JEBRES,1
3327,LAWEYAN,LAWEYAN,1
